Nombre,Direccion,Localidad,Pais,Latitud,Longitud,OK
HORTO SEGREDOS DO CAMPO,"RUA DOM GABRIEL DE SOUSA, Nº887PAREDES",PORTO,PORTUGAL,41.1735637,-8.3343367,SI
HORTOFLORCACIA-COMERCIO DE FLORES E PLANTAS,"AVENIDA EUROPA, 191 Nº281",CACIA,PORTUGAL,40.6793061,-8.5925129,SI
HORTOFRUTICOLA MARTINEZ,"PLAZA DE ABASTOS, 87",OURENSE,ESPAÑA,42.3351815,-7.8666915,SI
HORTOLEAL,RUA LEONOR DE AVELAR Nº99,FOROS DE SALVATERRA,PORTUGAL,38.9983291,-8.7510596,SI
HORTOZIMBRA,"RUA DO CAMINHO BRANCO, 5 - CAMINHO BRANCO, VENDA NOVA",SETUBAL-SESIMBRA,PORTUGAL,38.4860051,-9.102865399999999,SI
HOSTERIA DE ARNUERO,"BARRIO PALACIO, 17",ARNUERO,ESPAÑA,43.4437165,-3.5305843,SI
HOTEL CANDOR,"CALLE A PEDREIRA, 45",A LAMA,ESPAÑA,42.39695649999999,-8.4420713,SI
HOTEL CARLOS I,"C/VIGO, S/N",SANXENXO,ESPAÑA,42.4020755,-8.814402,SI
HOTEL REIGOSA II,"LG REIGOSA, S/N - TOURON",PONTECALDELAS,ESPAÑA,42.40156020000001,-8.533583199999999,SI
HOTEL RESTAURANTE NUEVA COLINA,"PLAZA DO SEIXO, 5",TOMIÑO,ESPAÑA,41.99176,-8.74314,SI
HOTEL RESTAURANTE O PINO,"A RUA, 9 - ARCA",O PINO,ESPAÑA,42.9145175,-8.350944199999999,SI
HOTEL SUEVE MAR,AV ENG ABRANTES DE OLIVEIRA,ESPOSENDE,PORTUGAL,41.5323512,-8.7830801,SI
HUERTA Y CASA,"CARRETERA DE ORENSE, 60 - BAJO",MONFORTE DE LEMOS,ESPAÑA,42.5210858,-7.519579999999999,SI
HUIS CLOS INTERIORISMO,"LUGAR A BRIXERIA, 5",PONTECESO,ESPAÑA,43.2553671,-8.909185299999999,SI
HUSDOW,"CALLE URKIZA, 3 POL. ARTUNDUAGA",BASAURI,ESPAÑA,43.2304161,-2.8816375,SI
HYDRO CTG,"RUA DA BICA, 4 - TEILAN",BOVEDA,ESPAÑA,42.6523036,-7.508187599999999,SI
HYPERCAMPO LABREGO,AVDA. DE LUGO Nº11 BAJO - ARCA,O PINO,ESPAÑA,42.9002109,-8.3656366,SI
IBERGREEN,CTRA.MAJADAHONDA-VIL.CAÑADA KM.26200,VILLANUEVA DE LA CAÑADA,ESPAÑA,40.4480803,-4.002018899999999,SI
IDAC SOLUTIONS,"C/ MUNANER, Nº 479 6º 2ª",BARCELONA,ESPAÑA,41.4024212,2.1381864,SI
IDE,"AVDA. ATLANTIDA, 56 - PORTAL, 4",VIGO,ESPAÑA,42.2225709,-8.7586167,SI
IES DE BUGARDOS,RUA O CRISTO,MUGARDOS,ESPAÑA,43.4584461,-8.2587351,SI
IES LUCES,"LA ROSA, S/N",COLUNGA,ESPAÑA,43.48490959999999,-5.2712248,SI
IES PLURILINGUE DE AMES,AVDA. DA PEREGRINA S/NBERTAMIRANS,AMES,ESPAÑA,42.862985,-8.6532015,SI
IES TOMIÑO,"C/.SOLLEIRO, S/N",TOMIÑO,ESPAÑA,41.9924192,-8.7424885,SI
IES VICENTE GANDIA,"RONDA SUR, 4",VALENCIA,ESPAÑA,39.1903656,-0.5149545,SI
IGLESIA CATEDRAL DE OURENSE,RUA JUAN DE AUSTRIA,OURENSE,ESPAÑA,42.3366923,-7.8630634,SI
IGLESIAS FLORES,"C/LA PAZ, 15",AVILES,ESPAÑA,43.5566586,-5.9256476,SI
IJAR FLORISTERIA,"AVDA. PADRE ISLA, 132",LEON,ESPAÑA,42.6080613,-5.5804003,SI
IKEBANA,"C/CONCEPCION ARENAL, 1",VILANOVA DE AROUSA,ESPAÑA,42.5627589,-8.8274228,SI
IKEBANA,"C/. VALDES PUMARINO,21",CANDAS,ESPAÑA,43.5898239,-5.765708300000001,SI
ILERFLOR,"PARTIDA DE MONTCADA, 21",LLEIDA,ESPAÑA,41.6259662,0.6172049,SI
IMAGINA JARDINES (NO USAR),"C/ MEDUSA, 7 - ATICO 3",BALERMA,ESPAÑA,36.7313585,-2.8894961,SI
IMAGINAPLANT / FRANCISCA LUQUE,C/MEDUSA Nº 7 ATICO 3,BALERMA,ESPAÑA,36.7313585,-2.8894961,SI
IMPERVELPER,"LG PEREIRA, 9",TUI-PEXEGUEIRO,ESPAÑA,42.04916060000001,-8.6466464,SI
IN MOLEDO GARDEN,"ESTRADA NACIONAL, 13 - 190",MOLEDO-CAMINHA,PORTUGAL,41.8490076,-8.856517499999999,SI
INDUSTRIAS DE PANIFICACION CAMPELOS DO COTO,"PG INDUSTRIAL O CAMPIÑO, 27",PONTEVEDRA,ESPAÑA,42.26555099999999,-8.567466099999999,SI
INES CASTRO FLORISTAS,"RUA BREOGAN, 1 (ESQ.AVDA BRASIL)",SANTA COMBA,ESPAÑA,43.0326806,-8.807381,SI
INGENIERIA AGRICOLA RODRIGUEZ,C/.CORUÑA Nº29 - BLOQUE 9-BAJO,SANTA COMBA,ESPAÑA,43.0326363,-8.8102532,SI
INNOCENTI Y MANGONI PIANTE,"VIA DEL GIRONE,17",CHIAZZANO,ITALIA,43.9226461,10.9682451,SI
INNOVEC,"REGUEIRO, 31 - BAJOCTRA. LA GUARDIA-AREAS TUI",AREAS (TUI),ESPAÑA,42.04916060000001,-8.6466464,SI
INOCENCIO HERNANDO,"C/. SAN ANTON, 43",TORO,ESPAÑA,41.5246646,-5.4011673,SI
INTRATUIN GROENCENTRUM,"MIDDENWEG, 23",AALSMEER LOCATIE 097-99,PAISES BAJOS (HOLANDA),52.2719138,4.7824951,SI
INVERNADEROS MOLINA,"PLAZA LUIS DIAZ ESNAL PORTAL, 1-3ºB",MIERES,ESPAÑA,43.3912923,-5.6527635,SI
INVERNADEROS SAMIL,"AVDA.DE EUROPA, 90",VIGO,ESPAÑA,42.24059889999999,-8.7207268,SI
INVERNEX CENTRO DE JARDINERIA,"C/.OTOÑO, Nº11",BADAJOZ,ESPAÑA,38.872962,-6.9463975,SI
INVERSIONES BERBOC,"CANOVAS DEL CASTILLO, Nº10 - 2ºPLANTA OFICINA 14",VIGO,ESPAÑA,42.2391445,-8.7287229,SI
INVERSIONES GOMEZ Y CASTRO,AVDA DE GUADALAJARA 36B PISO 3B,MADRID,ESPAÑA,40.4220875,-3.6127831,SI
INVERSIONES Y PROYECTOS DABEVICA,"CTRA. CHIPIONA-SAN LUCAR, KM.2,7",CHIPIONA,ESPAÑA,36.7658519,-6.3606486,SI
INVERSIONES Y PROYECTOS LAS CAMELIAS,"C/. SEVERINO RIVEIRO TOME, 5APTO. 4ºA",SANTIAGO DE COMPOSTELA,ESPAÑA,42.8635183,-8.5438577,SI
IÑIGO MARTINEZ VIVEROS,C/. ELEIZALDE Nº3,URDULIZ,ESPAÑA,43.3776095,-2.9627982,SI
IRAGO,POLIGONO INDUSTRIAL A GRANXA PARCELA 6,PORRIÑO (O),ESPAÑA,42.161161,-8.619231599999999,SI
IREMA FLORISTAS,"C/. GOMEZ ACEBO, Nº66",VILLANUEVA DE GALLEGO,ESPAÑA,41.7698799,-0.8225649,SI
IRENE FERNANDEZ VALDEREY,"TRAVESIA FRAY DIEGO ALONSO, Nº2, 1ºC",BAÑEZA (LA),ESPAÑA,42.2989524,-5.8989778,SI
IRENE NAVEIRO,"RUA ZAMORA, 62 LOCAL",VIGO,ESPAÑA,42.2250729,-8.7237219,SI
IRIS,AVDA. BEATO SEBASTIAN APARICIO,A GUDIÑA,ESPAÑA,42.0606888,-7.1394942,SI
IRIS A LOJA DA FLOR,"RUA PADRE ALFREDO GUERREIRO, 45 A",MEADELA,PORTUGAL,41.7070764,-8.8072745,SI
ISA,"LUGAR A CHAN, 27B-TABORDA",TOMIÑO,ESPAÑA,42.00233799999999,-8.712244499999999,SI
ISA (PLANTA),"CAMIÑO PALLAFRESCA, 3EIRAS",O ROSAL,ESPAÑA,41.9346696,-8.7833674,SI
ISAAC FERNANDEZ,RODIÑO SERGUDE,BOQUEXON (PONTEUULLA),ESPAÑA,42.8280393,-8.456855599999999,SI
ISABEL (ACCESORIOS),FORCADELA,TOMIÑO,ESPAÑA,41.9826646,-8.738970499999999,SI
ISABEL SANCHEZ,"AVDA. DE LAS TRECE ROSA, S/N",MADRID,ESPAÑA,40.4184307,-3.6494034,SI
ISARUSTICOS,R.SA DA BANDEIRA Nº 178,FACENDAS DE ALMEIRIM (SANTAREM),PORTUGAL,39.1918582,-8.5813133,SI
ISIDRO (EMPLEADO),"AVDA. DEL LLANO, Nº 41 - 1ºA",GIJON,ESPAÑA,43.5309594,-5.6611254,SI
ISISFLOR FLORISTA,AVDA. ALMIRANTE REIS 52 C,LISBOA,PORTUGAL,38.7256655,-9.1347943,SI
ISSAKREA,"CL. ANCHA, 20",HUETOR TAJAR,ESPAÑA,37.1955398,-4.0465268,SI
IVAN HERRERO,"C/ OBISPO NIETO, 29 - BAJO",ZAMORA,ESPAÑA,41.504754,-5.7525753,SI
IXIA FLORES,"C/FRANCISCO PALACIOS, S/N",MOREDA DE ALLER,ESPAÑA,43.1684867,-5.7415474,SI
J.VALERIO-PLANTAÇAO E MANUTENÇAO DE JARDINS,RUA DO NORTE NR.73CONCELHO ALCOBAÇA,REDONDAS,PORTUGAL,39.4822091,-8.9419653,SI
JACARANDA GARDEN FLORISTAS,"CTRA. MONTESCLAROS, Nº12",SEGURILLA,ESPAÑA,40.021272,-4.8685121,SI
JACOBS BUDGETPLANT,LANDWEERGEG 12A,PC VENLO,PAISES BAJOS (HOLANDA),51.3703748,6.172403099999999,SI
JAIME ALONSO,"CENTEANS, 14 A - PONTELLAS",O PORRIÑO,ESPAÑA,42.137347,-8.6490342,SI
JAIME M. ALVARIÑAS VILLANUEVA,"AVDA. EDUARDO BLANCO AMOR, 76A",PONTEVEDRA,ESPAÑA,42.4197187,-8.6462346,SI
JARA GARDEN,"CAMINO MONZALBARBA, S/N(PARKING SUR EXPO)",ZARAGOZA,ESPAÑA,41.6637345,-0.9133168,SI
JARDECO,"AV. ZEFERINO DE OLIVEIRA, 790",PENAFIEL,PORTUGAL,41.2218698,-8.2407241,SI
JARDILAND MAIA,"ESTRADA N13, KM.5.5",MAIA,PORTUGAL,41.2306985,-8.6356999,SI
JARDILAND OLEIROS,"CTRA. NVI, KM.583",IÑAS,ESPAÑA,43.3154382,-8.3129583,SI
JARDILLEIDA,CTRA. N-240 KM-100,LLEIDA,ESPAÑA,41.8203482,0.3197155,SI
JARDIM PRIMAVERA,"AVENIDA DE CASCAIS, 6-ROTUNDA DO RAMALHAO",SINTRA,PORTUGAL,38.7867435,-9.3724554,SI
JARDIN DE LLUCMAJOR,CTRA. DE LLUCMAJOR-ARENAL. KM.0,LLUCMAJOR-MALLORCA,ESPAÑA,39.49084390000001,2.8916657,SI
JARDIN SECRET PORTUGAL,"RUA PROFESSORA MARIA PORTELA, 51 2º ESQ.",VILA PRAIA DE ANCORA,PORTUGAL,41.8160903,-8.8596351,SI
JARDINAMA,PASEO DE LOS ROSALES 12,COLLADO MEDIANO,ESPAÑA,40.6924941,-4.040084999999999,SI
JARDINARIUM,"CAMI DE CAN CALDERS 8, 2º 1ª",SANT CUGAT DEL VALLÈS,ESPAÑA,41.4735578,2.0955518,SI
JARDINARIUM GARDEN,"C/ PROGRES, 10",CORNELLA DE LLOBREGAT,ESPAÑA,41.3469721,2.0832083,SI
JARDINCOR,"C/. CARDENAL PORTOCARRERO, 53",CORDOBA,ESPAÑA,37.9125172,-4.7918329,SI
JARDINERIA ADROVER,"CTRA. SON SERVERA-CAPDEPERA, KM 11,600",MALLORCA,ESPAÑA,39.6913064,3.3595174,SI
JARDINERIA ARCE,"PE DO MUIÑO, 17",MEIRAS-SADA,ESPAÑA,43.3603602,-8.3043002,SI
JARDINERIA BEGOÑA,"C/.NUÑEZ DE BALBOA, 13 1º IZQ.",GIJON,ESPAÑA,43.5391414,-5.7031006,SI
JARDINERIA CHAMORRO,"LAGARTEIRA,7",BAIONA,ESPAÑA,42.1171175,-8.848225099999999,SI
JARDINERIA COLLAZO AGRELO,"AVDA. DE LA CORUÑA, 21AGUALADA",CORISTANCO,ESPAÑA,43.1577807,-8.8004137,SI
JARDINERIA EL TRAGAMON,"CAMINO DEL TRAGAMON, 263",GIJON,ESPAÑA,43.5176449,-5.620100499999999,SI
JARDINERIA ELENUR,"MARISTAS, 26",ZALLA,ESPAÑA,43.2115737,-3.1397056,SI
JARDINERIA FEVI,"C/. SAN GABRIEL, 42",FUENSALIDA,ESPAÑA,40.0487292,-4.2150169,SI
JARDINERIA INTEGRAL,"CRTA.A GRANXA, 46- BAJO A",OURENSE,ESPAÑA,42.3335903,-7.8583282,SI
JARDINERIA MASAI,POLIG.IND. SAN JOSE DE VALDERAS,LEGANES,ESPAÑA,40.35658189999999,-3.8155595,SI
JARDINERIA MAVA,"BARXAS,17",CUDEIRO,ESPAÑA,42.3639837,-7.8667126,SI
JARDINERIA MIMOSA,"C/. CAMPO ALBILLO,14",TALAMANCA DEL JARAMA,ESPAÑA,40.7428246,-3.5092982,SI
JARDINERIA MONSERRAT,"C/ABAJO, 28",QUINTANA DE LA SERENA,ESPAÑA,38.7439866,-5.6713983,SI
JARDINERIA NATURAL,"CAMINO LAS ALBERDINAS, 10-87",ESTEPONA,ESPAÑA,36.4509308,-5.1043144,SI
JARDINERIA PUIGDEVALL,"CAMI DE L'ESTACIÓ, 2",VACARISES,ESPAÑA,41.6053369,1.8728034,SI
JARDINERIA SARA,"URB. LA MEJOSTILLA LOCAL, 15-16",CACERES,ESPAÑA,39.4851222,-6.367216,SI
JARDINERIA SIERRABELLA,"C/. RIO DE LOS CABALLOS, 15",TOLOX,ESPAÑA,36.6848536,-4.9047703,SI
JARDINERIA TERI,"PIÑEIRO - RIAS, 7ºA",TOMIÑO,ESPAÑA,41.9924192,-8.7424885,SI
JARDINERIA VALVERDE,"RUA EIRA VELLA, 22",SAYANES (VIGO),ESPAÑA,42.1680039,-8.8062569,SI
JARDINERIA XAROC,"SEVERINO COBAS, 168",VIGO,ESPAÑA,42.2256248,-8.6876318,SI
JARDINES CON VIDA PAISAJISMO,"C/ DELS FERRADORS, Nº 40, NAVE 46",XIRIVELLA / CHIRIVELLA,ESPAÑA,39.45474189999999,-0.4374375,SI
JARDINES CRESPO,"AVDA. DEL AEROPUERTO, S/N",VIGO,ESPAÑA,42.2256583,-8.6328724,SI
JARDINES VILLALBA,CALLE CAQUI 13,MARBELLA,ESPAÑA,36.5038633,-4.7931975,SI
JARDINES Y PAISAJES DE ASTURIAS,"CTRA. CARBONERA, 2230-POLIGONO DE ROCES, 5",GIJON,ESPAÑA,43.5051348,-5.7005891,SI
JARDINET,CTRA. DE LEDESMA KM 0.5,VILLAMAYOR (SALAMANCA),ESPAÑA,40.9757438,-5.6743585,SI
JARDINS E AFINS,EST.NAC 250-VIVENDA SIMOES COSTA S/N RIO SAPOSSINTRA,BELAS,PORTUGAL,38.8169,-9.19412,SI
JARDINS E LIMPEZAS FILIPE,AVDA.ESTRADA NAC.13-EDIF AJN 29,VILANOVA DE CERVEIRA,PORTUGAL,41.9383326,-8.744077299999999,SI
JARDINS SERRA MAR,RUA DE SÂO MAMEDE. QUINTA SERRA MAR S/N,SÂO MAMEDE,PORTUGAL,39.614465,-8.7016517,SI
JARDINS SILVESTRES DE VIANA,ESTRADA NACIONAL 202 - N.848-SERRELEIS,VIANA DO CASTELO,PORTUGAL,41.7334249,-8.6937626,SI
JARDITANIA,"C/RIO DE ORO, 9-7ºG",ASTURIAS,ESPAÑA,43.5320882,-5.662320299999999,SI
JAVEA GARDEN,"C/ MOLI, Nº5",JAVEA,ESPAÑA,38.7845295,0.1639253,SI
JAVIER,"CRISTOBAL COLON, 42 - PORTAL 21B",SANTA EUGENIA DE RIBEIRA,ESPAÑA,42.5534207,-8.994089899999999,SI
JAVIER DE LA IGLESIA,"AVDA.BENITO VIGO, 109","ESTRADA, (A)",ESPAÑA,42.6884817,-8.4854326,SI
JAVIER RODRIGUEZ VAZQUEZ,BARRO,TOMIÑO,ESPAÑA,41.9924192,-8.7424885,SI
JAVIER SOLLOSO BLANCO,"ESTRADA DE CASTELA, 98",NARON,ESPAÑA,43.4973568,-8.2000994,SI
JAYVA,"C/LA PLAZA, S/N",COLUNGA,ESPAÑA,43.4849615,-5.2721562,SI
JAZMIN,"C/SARMIENTO RIVERA, 6",PONTEAREAS,ESPAÑA,42.1724228,-8.502218,SI
JEAN CLAUDE DEFRANCE,ESTRADA DE VALE DO LOBO SITIO DAS ESCANXINAS,ALMANCIL,PORTUGAL,37.0469603,-8.0517768,SI
JENNIFER CASTRO,"ZABALEA, 24 BAJO",BIZCAIA,ESPAÑA,43.2286492,-2.8423947,SI
JENNIFLOR,"VOLTA-FILGUEIRAS, S/N",BECERREA (CASCO URBANO),ESPAÑA,42.8519874,-7.1594903,SI
JESUS ARJONA,"C/. ALT PALANCIA, Nº1",BETERA,ESPAÑA,39.5889699,-0.4759421,SI
JESUS JARDINERIA Y LIMPIEZAS,"C/. SATURNO, 8 BAJO IZQ",VALLADOLID,ESPAÑA,41.6645246,-4.736649799999999,SI
JESUS MIGUEZ GARCIA,"RONDA NELLE, 122 B",CORUÑA (A),ESPAÑA,43.3624653,-8.416476099999999,SI
JESUS SANMARTIN,RIBEIRA DE CANEDO Nº44 OFICINA AT4E,OURENSE,ESPAÑA,42.3472845,-7.8664329,SI
JIMMY,"C/SAN CIPRIANO, 3 P0 2DC",OVIEDO,ESPAÑA,43.35663,-5.843649999999999,SI
JJ GARDEN,"CTRA. DE LAS PEÑAS KM. 2,1",ALBACETE,ESPAÑA,38.9679647,-1.8741139,SI
JOAO FILIPE TRAQUINA FERREIRA,"RUA JULIA MINGUILON, 4 - 3E",VIGO,ESPAÑA,42.2402379,-8.7065521,SI
JOAQUIM MENEZES,RUA DE FRANCOIM,NULL,PORTUGAL,41.3790857,-8.1733111,SI
JOEL DAVID REBELO,RUA 5 DE OUTUBRO Nº16,MOIMENTA DA BEIRA,PORTUGAL,40.9753935,-7.6137258,SI
JOMACOS SL,"PEÑA TREVINCA, 52",OURENSE,ESPAÑA,42.3309992,-7.8620536,SI
JORBAFLOR (LUGO),"ESTRADA VELLA DE SANTIAGO, 132 - BAIXO",LUGO,ESPAÑA,42.9972195,-7.566413499999999,SI
JORBAFLOR(CASTRO),"POL.IND. PARCELA, 30",CASTRO RIBERAS DE LEA,ESPAÑA,43.1447029,-7.517792399999999,SI
JORDI,"AVDA. OURENSE, 118-4ºC",XINZO DE LIMIA,ESPAÑA,42.0698738,-7.729667900000001,SI
JORGE,"CAMIÑO DE LONGRA, 14",CORUXO,ESPAÑA,42.193648,-8.77098,SI
JORGE CARLOS (LISBOA),RUA PRIOR DO CRATO Nº79,ALCANTARA,PORTUGAL,38.7065238,-9.1740006,SI
JORGE SILVA (EMPLEADO),"CAMINHO SOBRE O DOURO, 82",AVINTES,PORTUGAL,41.1191982,-8.563162499999999,SI
JOSE ANTONIO,"CERDEIRA, 28",CERCEDA,ESPAÑA,42.3461748,-7.3162173,SI
JOSE ENRIQUE SANCHEZ,"RUA NOVA, 7","VEIGA, (A)",ESPAÑA,42.2483808,-7.0246299,SI
JOSE FRANCISCO ATANES SEOANE,"ALAMEDA DO CRUCEIRO, 16",CUALEDRO,ESPAÑA,41.9890368,-7.5935818,SI
JOSE GABRIEL,"C/TERRALES, 4-2D6",ALMERIMAR,ESPAÑA,36.7092808,-2.8150389,SI
JOSE GAY FERNANDEZ,POLIG.PORTOMARIN S/N,PORTOMARIN,ESPAÑA,42.8074277,-7.615830099999999,SI
JOSE HORJALES,"LUGAR DE RIBOIRA, 13-LAMAS",SAN SADRUNIÑO,ESPAÑA,43.54455249999999,-8.0536789,SI
JOSE JAVIER GOMEZ,"C/ SERRANA, 70",DOS HERMANAS,ESPAÑA,37.2725938,-5.914272700000001,SI
JOSE LAGO,"CAMIÑO MALLÓNS, 15PETELOS",MOS,ESPAÑA,42.1935987,-8.636332099999999,SI
JOSE LUIS LUCIANO SEOANE,C/.BOSQUE Nº34,CARBALLO,ESPAÑA,43.2122544,-8.6912605,SI
JOSE LUIS RODRIGUEZ DIAZ,RUA SAN PAIO 55,VIGO,ESPAÑA,42.214193,-8.7601705,SI
JOSE MANUEL,"ASCENSION, 11-A -ENTIENZA",SALCEDA DE CASELAS,ESPAÑA,42.0782852,-8.556558599999999,SI
JOSE MANUEL CHOUSA,"RUA SOTO FREIRE, Nº9 7º G-HI",LUGO,ESPAÑA,43.0080682,-7.5540853,SI
JOSE MANUEL LEMOS,BUDIÑO-EIRIZ 16B,PORRIÑO (O),ESPAÑA,42.161161,-8.619231599999999,SI
JOSE MANUEL PAN,"OBRA FUXAS, 11",TOURO,ESPAÑA,42.8256859,-8.343745799999999,SI
JOSE MANUEL R-85,"BARRIO DO MONTE, Nº3PEXEGUEIRO",TUI,ESPAÑA,42.04916060000001,-8.6466464,SI
JOSE MIGUEL,"LOPEZ MORA, 76 - 6",VIGO,ESPAÑA,42.222891,-8.7323293,SI
JOSE NEVES DOS SANTOS,RUA MARTIRES DA GUERRA COLONIAL LT.65,FORTE DA CASA,PORTUGAL,38.8754948,-9.0618796,SI
JOSE NEVES DOS SANTOS,RUA MARTIRES DA GUERA COLONIAL LT65,FORTE DA CASA,PORTUGAL,38.8747843,-9.0620219,SI
JOSE ROMERO BENITEZ,"CALLE CELULOSA, 28POL. IND. LA NEGRILLA",SEVILLA,ESPAÑA,37.3840279,-5.9316135,SI
JOSEFINA ALONSO,"C/.MIMOSA, 4",VIGO,ESPAÑA,42.2431642,-8.668804,SI
JOSEFINA DIAS,"RUA, 31, 887",ESPINHO,PORTUGAL,41.0047497,-8.6354366,SI
JOSEP MARIA FLORISTES,"CARRER SANTA MARIA, 1 FLORISTERIA",SANTA PERPETUA DE MOGODA,ESPAÑA,41.5346325,2.1797525,SI
JUAN CARLOS GARCIA,"BOUZA DO REI, 7CAMBADOS",OUBIÑA,ESPAÑA,42.5363457,-8.7656279,SI
JUAN CARLOS LLAMAZARES,"RAMIL, 45",LUGO,ESPAÑA,42.9032274,-7.829826499999999,SI
JUAN CARLOS PEREZ,CAMINO DE ACEBEDO Nº31,OURENSE,ESPAÑA,42.1414599,-7.6114217,SI
JUAN CHAMORRO,"CTRA. DE OVIEDO SAN CLAUDIO, 36A",OVIEDO,ESPAÑA,43.3611254,-5.911642899999999,SI
JUAN JOSE,"AVDA. CONCORDIA, 67-1ºB",TUI,ESPAÑA,42.05589519999999,-8.6424925,SI
JUAN MANUEL SOLIS,"C/ DAVID, 5",EL EJIDO,ESPAÑA,36.7651421,-2.803675,SI
JUAN RAMOS VIÑAS,"MATEO ALEMAN, 11C",DOS HERMANAS,ESPAÑA,37.2815879,-5.9332581,SI
JUANITA GASTROBAR,"RUA JOAQUIN YAÑEZ, 4",VIGO,ESPAÑA,42.2386041,-8.7256041,SI
JUDIT ALVAREZ,"C/. EL FRANCO, B-142",DUESOS,ESPAÑA,43.4665561,-5.2068138,SI
JUDITE -**NO USAR-**,"LUGAR DE ESTIVADA, 641VILA FRANCA",VIANA DO CASTELO,PORTUGAL,41.7257793,-8.7603911,SI
JULIA CAROU,"LG ARRIBA, 2  - SAN ORENTE",OUTES,ESPAÑA,42.8604403,-8.9079086,SI
JULIA&CO,"TRAVESSA DA LOURENÇA, Nº11 2º",VILA FRANCA DE XIRA,PORTUGAL,38.9518358,-8.9903186,SI
JULIANA LEMOS,RUA FARIA GUIMARAES 621 2º DT TRAZ.,PARANHOS,PORTUGAL,41.1627143,-8.6068568,SI
JULIO FERNANDEZ,"AVDA. DE CASTRELOS, 190 2ºA",VIGO,ESPAÑA,42.212201,-8.732389399999999,SI
JULIO VICENTE,"TRAVESIA DE VIGO, 110-PORTAL, 2 - 3ºA",VIGO,ESPAÑA,42.2374544,-8.7031369,SI
JUNQUILLOS,"C/HERBALES DA PONTE, S/N",BAIO,ESPAÑA,43.1480524,-8.9648216,SI
JV,"CTRA. SANTUARIO DE SANTA GEMA, 29, 2ºIZQ",CORUÑA (A),ESPAÑA,43.3303748,-8.386814700000002,SI
JYDSK PLANTESERVICE,KOKMOSE 16,KOLDING,DINAMARCA,55.53279329999999,9.4848281,SI
KAI.ZEN ESTUDIO,C/. PARROCO MANUEL COBAS 4 PISO BJ,CAMBRE,ESPAÑA,43.3199213,-8.3574729,SI
KAPSULA,C/.REAL 48 BAJO,VIGO,ESPAÑA,42.24059889999999,-8.7207268,SI
KEINU LOREZAINTZA,"EUSKO GUDARI, 11",ORIO,ESPAÑA,43.2777307,-2.1284535,SI
KEIRI ESTILISTAS,"AVDA EDUAYEN, No 4",GONDOMAR,ESPAÑA,42.1115899,-8.7621626,SI
KENIA,"C/ MANUEL GRAVADOR CASTRO GIL, 4",LUGO,ESPAÑA,43.0156392,-7.562030600000001,SI
KENOA,"ARROTEA, 9 GUILLAREI",TUI,ESPAÑA,42.1422859,-8.645591999999999,SI
KENTIA (CANTABRIA),"AVDA. LUIS DE LA CONCHA, 22",RENEDO DE PIELAGOS,ESPAÑA,43.354253,-3.951966399999999,SI
"KENTIA, SERVICIOS FLORALES.","AVDA.DA PONTE,106 (TANATORIO VIGO MEMORIAL)",BEMBRIVE,ESPAÑA,42.2103291,-8.671714999999999,SI
KIDEFLOR,POLIGONO INDUSTRIAL MARTIARTU C/3. P. NAVE 16,ARRIGORRIAGA,ESPAÑA,43.1989364,-2.8979374,SI
KIMA FLORISTAS,"RDA XOSE CASTIÑEIRA, 17",LUGO,ESPAÑA,42.9987009,-7.5485266,SI
KIMONA KOKEDAMAS,C/GUERREROS 1. 1IZQUIERDA,MURCIA,ESPAÑA,38.0009813,-1.1239055,SI
KIMU BAT,"CTRA. URRESTRILLA, S/N",AZPEITIA,ESPAÑA,43.1582089,-2.2451943,SI
KIMURA,"C/. ALARCON, 11 BAJO IZQ",GIJON,ESPAÑA,43.53608759999999,-5.6533374,SI
KIOPU FLORISTERIA,CALLE G-NAVE 6,RIBA-ROJA DE TURIA,ESPAÑA,39.4802648,-0.534093,SI
KIOSKO REYES DOMINGUEZ,PASEO DE EDUARDO DATO 5,CHAMBERI,ESPAÑA,40.4329664,-3.6956395,SI
KIOSKO ROSALIA,"PLAZA CASTELAO, S/N",CORCUBION,ESPAÑA,42.944583,-9.1933161,SI
KIRIKO NATURA,"SOUTOSICO, 20",FORNELOS DE MONTES,ESPAÑA,42.3414493,-8.4679565,SI
KITSCHNET,"RUA DR JORGE DA SILVA BARBOSA, 340 1ºESQ",POVOA DE VARZIM,PORTUGAL,41.3906634,-8.7564286,SI
KLITIE,"CALLE ALPUJARRAS, 35-7ºB",LEGANES,ESPAÑA,40.3321701,-3.7489361,SI
KOKUN OCEAN CLUB,PASEO MARITIMO LOS ALAMOS KM.19,TORREMOLINOS,ESPAÑA,36.642508,-4.4794016,SI
KOOCH,"CTRA. DE BAIONA, 12",TUI,ESPAÑA,42.0495737,-8.6597197,SI
LA BOHEME,"AVDA. DE GALICIA, 71-3ºF",VIGO,ESPAÑA,42.2516269,-8.6924054,SI
LA BOUTIQUE DE MONETATELIER,"C/ LOPE DE VEGA, 9 BAJO",ZAMORA,ESPAÑA,41.50842129999999,-5.741613999999999,SI
LA CALA,"C/. PENDON DE BAEZA, 18",LEON,ESPAÑA,42.5920626,-5.5622726,SI
LA CAMELIA (VIGO),"C/.RONDA, 50 - LORIGA, 1",VIGO,ESPAÑA,42.24059889999999,-8.7207268,SI
LA CASA DE LAS FLORES,"AVDA. SANTA ANA, 10",LORA DEL RIO,ESPAÑA,37.65794169999999,-5.527192299999999,SI
